Application ID,Current City,Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
MS0104,Bangalore,"C Programming, Python, R Programming, SQL",NIT Rourkela,Integrated B.Sc. & M.Sc.,Inetgrated Msc Student Of Mathematics,2019,N/A,7.93/10,79.60/79.60,10.00/10.00
MS0105,Delhi,"C Programming, Data Science, Java, MS-Excel, Data Analytics, Data Structures, Deep Learning, Linux, Machine Learning, Python, R Programming, Unix",University Of Maryland,Bachelor of Science (B.Sc),Computer  Science,2022,N/A,3.60/4,6.50/6.50,N/A
MS0106,New Delhi,"C Programming, C++ Programming, Apache, AutoCAD, Hadoop, Linux, MATLAB, MS-Excel, MS-Word, MySQL, Tableau",IP University,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,N/A,N/A,N/A
MS0107,Mumbai,"Data Analytics, SQL, Data Science, Power BI, Python, Tableau, Machine Learning, R Programming",Vivekanand Education Society's Institute Of Technology Chembur Mumbai,Bachelor of Engineering (B.E),Computer  Science,2017,N/A,8.73/10,87.33/87.33,89.64/89.64
MS0108,Pune,"CSS, HTML, Image Processing, Machine Learning, Python",Pune Institute Of Computer Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2022,N/A,9.80/10,93.80/93.80,95.00/95.00
MS0109,Bangalore,"C Programming, Data Structures, Java, MATLAB, Python, Arduino, Data Science, Machine Learning, VHDL",M. S. Ramaiah Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,9.52/10,92.00/92.00,95.20/95.20
MS0110,Tiruppur,"Data Analytics, Database Testing, Social Media Marketing, Bioinformatics, Machine Learning, Python",Dr.NGP Institute Of Technology,Bachelor of Engineering (B.E),Biomedical Engineering,2021,N/A,7.45/10,92.00/92.00,95.00/95.00
MS0111,Hyderabad,"Apache Cassandra, Bootstrap, C++ Programming, CSS, Deep Learning, HTML, Java, MongoDB, MySQL, PHP, Machine Learning, Python, R Programming",VIT AP,Integrated M.Tech,Software Engineering,2022,N/A,9.26/10,89.00/89.00,10.00/10.00
MS0112,Navi Mumbai,"Bootstrap, C Programming, C++ Programming, CSS, HTML, JSON, Java, MS-Office, Machine Learning, PHP, Python, Ethical Hacking, JavaScript",,,,0,N/A,N/A,78.62/78.62,90.60/90.60
MS0113,Delhi,"C++ Programming, Java, MS-Office, Machine Learning, Python, Autodesk Inventor, C Programming, GNU Octave, Image Processing, MATLAB, VHDL",IIT Delhi,Integrated B.Tech,Computer Science & Engineering,2022,N/A,7.67/10,90.20/90.20,10.00/10.00
MS0114,Mumbai,"MS-Excel, MS-Office, Machine Learning, MySQL, Python, R Programming, Tableau, Deep Learning, Natural Language Processing (NLP)",Indian Institute Of Technology Bombay,Master of Technology (M.Tech),Metallurgical & Materials Engineering,2021,7.50/10,67.72/100,80.00/80.00,84.18/84.18
MS0115,Pune,"MATLAB, MS-Office, Data Analytics, Data Science, Deep Learning, Machine Learning, Python, R Programming, SPSS, Search Engine Marketing (SEM)","Sai Balaji International Institute Of Management Science , Pune",Executive MBA,Marketing,2019,8.10/10,6.60/10,56.00/56.00,84.00/84.00
MS0116,Bangalore,"AngularJS, Bootstrap, CSS, HTML, MS SQL Server, MS-Excel, R Programming, Tableau, Machine Learning, Visual Basic (VB)",Pandit Deendayal Petroleum University,B.Tech (Hons.),Electrical Engineering,2018,N/A,6.57/10,N/A,N/A
MS0117,Agra,"Deep Learning, Machine Learning, MATLAB, Mathematics, Artifical Intelligence, C Programming, C++ Programming, Data Structures, Database Management System (DBMS), Python",Jaypee University Of Information Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,9.10/10,82.00/82.00,7.80/7.80
MS0118,Faridabad,"HTML, C Programming, JavaScript, Python, R Programming, jQuery, Machine Learning, PostgreSQL",University of Waterloo,Bachelor of Science (B.Sc),computer science,2024,N/A,85.00/100,90.00/90.00,10.00/10.00
MS0119,Indore,"Amazon Web Services (AWS), Data Analytics, Data Science, Linux, Machine Learning, Python, BIG DATA ANALYTICS",Prestige Institute Of Engineering Management And Research,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,8.70/10,90.40/90.40,91.30/91.30
MS0120,Chittoor,"Data Science, Machine Learning, Python, Deep Learning, Natural Language Processing (NLP)",MITS,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,9.30/10,9.77/9.77,9.30/9.30
MS0121,Bangalore,"C Programming, C++ Programming, Computer Vision, Data Analytics, Data Structures, Database Management System (DBMS), Deep Learning, Flask, HTML, Image Processing, Java, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, SQL, Django",Atmiya Institute of Technology & Science,Bachelor of Engineering (B.E),Computer  Science,2020,N/A,8.00/10,N/A,N/A
MS0122,Faridabad,"Computer Vision, Machine Learning, Natural Language Processing (NLP), Data Analytics",Maharishi Dayanand University,Bachelor of Technology (B.Tech),Advanced Computer Science,2018,N/A,68.00/100,N/A,N/A
MS0123,Lucknow,"CSS, Data Analytics, HTML, Machine Learning, Python, Computer Vision, Deep Learning, JavaScript, MySQL, Natural Language Processing (NLP)",Integral University,Master of Computer Applications (MCA),,2021,N/A,N/A,N/A,N/A
MS0124,Bokaro Steel City,"Python, C Programming, Data Structures, Deep Learning, HTML, Machine Learning, Natural Language Processing (NLP), Neural Networks, Algorithms, CSS, Computer Vision, Image Processing",Shree Mata Vaisno Devi University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,N/A,88.80/88.80,9.60/9.60
MS0125,Rourkela,"GitHub, Python, Artifical Intelligence, Bootstrap, C Programming, Computer Vision, Data Science, Deep Learning, Django, HTML, Machine Learning, MySQL, MongoDB",National Institute Of Technology Rourkela,Bachelor of Technology (B.Tech),Mining,2021,N/A,7.46/10,N/A,N/A
MS0126,Vadodara,"C#, CSS, HTML, WordPress, ASP.NET, C Programming, C++ Programming, Database Management System (DBMS), ElectronJS, JavaScript, Machine Learning, Natural Language Processing (NLP), Node.js, Python, Ruby on Rails, SQL, Amazon Web Services (AWS), Dart, Data Science, Flutter, Java, Unity 3D",Parul University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,9.74/10,78.00/78.00,N/A
MS0127,Hyderabad,"English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, Mathematics, C Programming, C++ Programming, Data Analytics, HTML, Machine Learning, Neural Networks, Python, SQL, Artifical Intelligence",IIIT Bhubaneswar,Bachelor of Technology (B.Tech),computer science,2022,N/A,9.22/10,9.88/9.88,9.56/9.56
MS0128,Delhi,"Algorithms, C Programming, Computer Vision, MS-Office, Machine Learning, Natural Language Processing (NLP), Neural Networks, WordPress, Java, Python","Gautam Buddha University, Greater Noida",Integrated B.Tech & MBA,Electronics and Communication,2021,N/A,N/A,7.70/7.70,10.00/10.00
MS0129,Pune,"MS-Excel, Deep Learning, Image Processing, Machine Learning, Python, R Programming, SQL, Artifical Intelligence",Shivaji Unversity Kolhapur,Master of Science (M.Sc),Statistics,2019,N/A,70.00/100,N/A,N/A
MS0130,Jaipur,"Computer Vision, Image Processing, Mathematics, C Programming, C++ Programming, Data Analytics, Data Science, Deep Learning, MATLAB, Machine Learning, MySQL, Python","Center for Converging Technologies, University of Rajasthan",Integrated B.Tech & M.Tech,IT And Neurology (minor),2021,N/A,70.00/100,70.00/70.00,N/A
MS0131,Mumbai,"C Programming, C++ Programming, HTML, Internet of Things (IoT), Java, MATLAB, Mathematics, NI Multisim, Python, SQL, Artifical Intelligence, CSS, Data Structures, JavaScript, Machine Learning, R Programming, Tableau","VJTI College , Mumbai, Maharastra",Bachelor of Technology (B.Tech),Electronics and Telecommunication Engineering (ETE),2022,N/A,8.63/10,92.46/92.46,98.00/98.00
MS0132,Hyderabad,"Digital Marketing, Python, Computer Vision, Deep Learning, JavaScript, Machine Learning, MongoDB, MySQL, NoSQL, Node.js, REST API",The Icfai University Dehradun,Bachelor of Technology (B.Tech),Computer  Science,2019,N/A,5.54/10,86.00/86.00,86.03/86.03
MS0133,Bhubaneswar,"C Programming, C++ Programming, Machine Learning, Data Structures, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Python, Algorithms, Database Management System (DBMS), Deep Learning, GitHub, Java, JavaFX, LaTeX, MySQL, NI Multisim, Natural Language Processing (NLP), Neural Networks",IIIT Bhubaneswar,B.Tech (Hons.),IT,2022,N/A,8.11/10,93.40/93.40,10.00/10.00
MS0134,Jaipur,"Data Science, Django, Machine Learning, MySQL, OpenCV, Python","Global Institute of Technology, jaipur",Bachelor of Technology (B.Tech),Information Systems,2018,N/A,7.40/10,67.80/67.80,8.00/8.00
MS0135,Pilani,"Machine Learning, Python",BK Birla Institute Of Engineering And Technology,B.Tech (Hons.),Computer  Science,2020,N/A,68.20/100,84.20/84.20,74.67/74.67
MS0136,Guntur,"CSS, HTML, Java, MySQL, PHP, WordPress, C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), JavaScript, SCSS, Artifical Intelligence, Machine Learning",VITAP University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.35/10,97.70/97.70,9.70/9.70
MS0137,Hyderabad,"CSS, HTML, Artifical Intelligence, C Programming, C++ Programming, Data Science, GitHub, Java, JavaScript, Machine Learning, Python",Matrusri Engineering College,Bachelor of Engineering (B.E),Computer  Science,2021,N/A,7.15/10,93.50/93.50,9.00/9.00
MS0138,Kharagpur,"AutoCAD, C Programming, C++ Programming, CSS, Deep Learning, GNU Octave, HTML, Java, JavaScript, MATLAB, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, R Programming",IIT Kharagpur,Dual Degree,Chemical Engineering,2021,N/A,7.68/10,96.40/96.40,10.00/10.00
MS0139,Haldwani,"Python, Deep Learning, Machine Learning, Neural Networks",HMR Institute of Technology and Management,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,6.00/10,8.60/8.60,8.50/8.50
MS0140,Mumbai,"Data Analytics, Machine Learning, Python, Deep Learning, Flask, MS-Excel, Natural Language Processing (NLP)",Samyak Sankalpa College Of Arts Commerce And Science,Bachelor of Commerce (B.Com),Accounts,2018,N/A,N/A,N/A,N/A
MS0141,Hyderabad,"Machine Learning, Python, Computer Vision, Image Processing, OpenCV","INDIAN INSTITUTE OF TECHNOLOGY, TIRUPATI",B.Tech (Hons.),Civil Engineering,2022,N/A,8.56/10,96.00/96.00,10.00/10.00
MS0142,Goa Velha,"Data Analytics, Data Science, Machine Learning, Python, Artifical Intelligence, Data Structures, Database Management System (DBMS), Deep Learning, Natural Language Processing (NLP), SQL",BITS Pilani K K Birla Goa Campus,Integrated B.E & M.Sc,BE ECE & MSc Maths,2022,N/A,N/A,N/A,N/A
MS0143,Jaipur,"Data Structures, C Programming, Data Science, Python, R Programming","Birla Institute Of Technology, Mesra-Jaipur Campus",Bachelor of Engineering (B.E),Electronics and Communication,2021,N/A,6.40/10,7.86/7.86,N/A
MS0144,Delhi,"English Proficiency (Written), Machine Learning, Python",Maharaja Surajmal Institute of Technology,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,83.20/100,88.10/88.10,10.00/10.00
MS0145,Coimbatore,"HTML, Machine Learning, Python, R Programming, Android, C++ Programming, CSS, JavaScript, OpenCV, PHP, ReactJS, SQL, C Programming, Deep Learning","Coimbatore Institute of Technology, Coimbatore",Integrated M.Sc.,Data Science,2022,N/A,7.27/10,N/A,N/A
MS0146,Vellore,"HTML, CSS, Java, JavaScript, Machine Learning, Python, C Programming, C++ Programming, Node.js, Tableau","Vellore Institute Of Technology, Vellore",Bachelor of Technology (B.Tech),Computer Science & Engineering Specialization In Information Security,2021,N/A,8.44/10,91.80/91.80,9.60/9.60
MS0147,Bangalore,"Data Science, Artifical Intelligence, BIG DATA ANALYTICS, Data Analytics, Data Structures, Database Management System (DBMS), Deep Learning, Machine Learning, MongoDB, Natural Language Processing (NLP), Python, Tableau",Manipal Prolearn,,Data Science,2020,N/A,7.50/10,N/A,83.00/83.00
MS0148,Muzaffarpur,"Data Analytics, MS-Excel, Machine Learning, QuarkXPress, SQL, Algorithms, C++ Programming, Data Science, C Programming, Data Structures","IIT (BHU), Varanasi",Bachelor of Technology (B.Tech),Chemical Engineering,2021,N/A,7.54/10,84.40/84.40,10.00/10.00
MS0149,Kharagpur,"MATLAB, MS-Excel, MS-Office, SolidWorks, Teaching, C Programming, C++ Programming, Data Analytics, Deep Learning, Machine Learning, Neural Networks, Python",Indian Institute Of Technology Kharagpur,B.Tech (Hons.),Mechanical Engineering,2021,N/A,7.29/10,91.60/91.60,91.33/91.33
MS0150,Kanpur,"C Programming, C++ Programming, Creative Writing, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, MS-Excel, MS-Office, Machine Learning, Mathematics, Teaching, Video Editing","Giani Zail Singh, Punjab Technical University Campus",Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.50/10,85.60/85.60,9.40/9.40
MS0151,Pune,"Bootstrap, C Programming, C++ Programming, CSS, Java, JavaScript, Machine Learning, MySQL, Python, Computer Vision, PHP, R Programming",MIT World Peace University,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,9.04/10,80.33/80.33,93.40/93.40
MS0152,Kolkata,"Data Analytics, Java, MS-Excel, MS-Office, Mathematics, Artifical Intelligence, C Programming, Data Structures, Database Management System (DBMS), Deep Learning, Machine Learning, Python, Tableau, Neural Networks",Future Institute Of Engineering And Management,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,7.80/10,8.26/8.26,8.40/8.40
MS0153,Chandigarh,"C Programming, C++ Programming, Algorithms, Android, CSS, Computer Vision, Data Structures, GitHub, HTML, Image Processing, MySQL, OpenCV, Python, SQL, Machine Learning","University Institute Of Engineering And Technology, Chandigarh",Bachelor of Engineering (B.E),Information Technology,2022,N/A,7.11/10,88.00/88.00,10.00/10.00
MS0154,New Delhi,"C++ Programming, Android, C Programming, CSS, Computer Vision, Data Structures, Deep Learning, GitHub, HTML, Image Processing, MySQL, Neural Networks, OpenCV, Python, SQL, Machine Learning",Delhi Technological University,Bachelor of Technology (B.Tech),Computer  Science,2022,N/A,8.90/10,96.60/96.60,10.00/10.00
MS0155,Mumbai,"Deep Learning, Java, Python, Machine Learning","Manipal University, Jaipur",Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,8.50/10,80.00/80.00,91.00/91.00
MS0156,Hyderabad,"MS-Office, Arduino, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), Python, Social Media Marketing, Data Structures, Deep Learning, Machine Learning, Neural Networks, REST API, SQL, Tableau",Warangal Institute of Technology and Science,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2021,N/A,6.41/10,N/A,94.50/94.50
MS0157,Mumbai,"Arduino, Python, OpenCV",Vidyalankar Institute Of technology,Bachelor of Engineering (B.E),Electronics Engineering,2018,N/A,7.88/10,N/A,N/A
MS0158,Dehradun,"MongoDB, C Programming, HTML, Java, Python, BIG DATA ANALYTICS, Machine Learning, MySQL",DEV BHOOMI GROUP OF INSTITUTIONS DEHRADUN UTTARAKHAND,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,N/A,N/A,N/A
MS0159,Muzaffarpur,"C Programming, Data Structures, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, MongoDB, MySQL, Algorithms, C++ Programming, Database Management System (DBMS), HTML, Java",MIT Muzaffarpur,Bachelor of Technology (B.Tech),Information Technology,2021,N/A,7.63/10,73.00/73.00,N/A
MS0160,Hyderabad,"C Programming, HTML, Python, C++ Programming, CSS, Computer Vision, Deep Learning, Django, JavaScript, Machine Learning, MongoDB, Node.js, Data Science, Java, MySQL, OpenCV",Indian Institute Of Information Technology Sri City,B.Tech (Hons.),Computer  Science,2021,N/A,8.27/10,98.50/98.50,10.00/10.00
MS0161,Kolkata,"C Programming, HTML, MySQL, REST API, AJAX, C++ Programming, CSS, JavaScript, Python, Java, MS SQL Server, Magento, WordPress",Government College Of Engineering &amp; Ceramic Technology,Bachelor of Technology (B.Tech),Information Systems,2017,N/A,7.62/10,60.00/60.00,60.00/60.00
MS0162,Jaipur,"Deep Learning, Java, Machine Learning, Natural Language Processing (NLP), Python",Lovely Professional University,Master of Computer Applications (MCA),IT,2021,8.67/10,6.30/10,89.00/89.00,N/A
MS0163,New Delhi,"C Programming, C++ Programming, CSS, HTML, Java, MATLAB, MS-Office, Python, Cloud Computing, Deep Learning, JavaScript, Machine Learning, ReactJS, SQL","Bharti Vidyapeeth College Of Engineering, New Delhi",Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,8.83/10,N/A,6.60/6.60
MS0164,Thrissur,"MS-Excel, R Programming, SAS, Python",Calicut University,Master of Science (M.Sc) (Hons.),Statistics,2019,62.00/100,70.00/100,N/A,N/A
MS0165,Navi Mumbai,"CSS, Django, HTML, Java, JavaScript, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), NoSQL, Oracle, PHP, PostgreSQL, Python, SQL, Visual Basic (VB)",RCET BHILAI,Bachelor of Engineering (B.E),,2017,N/A,79.80/100,N/A,N/A
MS0166,Delhi,"C++ Programming, Python, Unity 3D, Blender 3D, C#, Deep Learning, GIMP, Machine Learning, OpenCV",Delhi Technological University,Bachelor of Technology (B.Tech),Software Engineering,2021,N/A,7.60/10,92.00/92.00,10.00/10.00
